date,number_of_cars,temperature,latitude,longitude,street
2023-01-01 00:00:00,5,48,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 01:00:00,15,44,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 02:00:00,47,44,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 03:00:00,0,42,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 04:00:00,18,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 05:00:00,35,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 06:00:00,24,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 07:00:00,49,11,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 08:00:00,29,26,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 09:00:00,19,30,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 10:00:00,19,43,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 11:00:00,14,42,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 12:00:00,39,19,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 13:00:00,32,21,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 14:00:00,1,47,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 15:00:00,9,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 16:00:00,32,18,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 17:00:00,31,28,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 18:00:00,10,11,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 19:00:00,23,49,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 20:00:00,35,39,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 21:00:00,11,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 22:00:00,28,24,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 23:00:00,34,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 00:00:00,0,26,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 01:00:00,0,43,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 02:00:00,36,21,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 03:00:00,5,14,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 04:00:00,38,29,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 05:00:00,40,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 06:00:00,17,14,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 07:00:00,65,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 08:00:00,54,15,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 09:00:00,91,33,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 10:00:00,42,32,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 11:00:00,31,37,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 12:00:00,1,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 13:00:00,1,30,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 14:00:00,39,41,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 15:00:00,41,47,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 16:00:00,35,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 17:00:00,88,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 18:00:00,61,30,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 19:00:00,96,21,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 20:00:00,18,30,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 21:00:00,27,41,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 22:00:00,0,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 23:00:00,14,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 00:00:00,35,45,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 01:00:00,12,21,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 02:00:00,42,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 03:00:00,20,45,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 04:00:00,11,49,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 05:00:00,4,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 06:00:00,6,27,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 07:00:00,54,48,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 08:00:00,97,25,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 09:00:00,53,29,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 10:00:00,12,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 11:00:00,36,26,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 12:00:00,40,31,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 13:00:00,14,14,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 14:00:00,15,19,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 15:00:00,20,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 16:00:00,35,39,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 17:00:00,73,29,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 18:00:00,65,23,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 19:00:00,63,13,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 20:00:00,21,40,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 21:00:00,48,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 22:00:00,49,25,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 23:00:00,5,24,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 00:00:00,41,30,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 01:00:00,35,41,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
